name;20;19;18;17;16;15;14;13;12;11;10;9;8;7;6;5;4;3;2;1
70;;;;;;;;;;;;;;Academia;IO;IO;Municipal administration;Municipal administration;NGO;Academia
71;;;;;;;;;;;;NGO;NGO;NGO;NGO;NGO;NGO;NGO;NGO;NGO
72;;;;;;;;;;;Business;Business;Business;NGO;NGO;IO;IO;IO;IO;IO
73;;;;;;;;;;Academia;Academia;Academia;Academia;;;Consultancy;Consultancy;Consultancy;Consultancy;Consultancy
74;;;;;;;;;;;;;Academia;Academia;Academia;Academia;Academia;Academia;Academia;Academia
75;;;;;;;;;;;;;;;;State authority;State authority;State authority;State authority;State authority
76;;;;;;;;;;;;;;;;Academia;Academia;Academia;Academia;Academia
77;;;;;;;;;;;;;;;Business;Business;Consultancy;Consultancy;Consultancy;Consultancy
78;;;;;;;;;;;NGO;IO;IO;IO;IO;IO;IO;NGO;NGO;NGO
79;;;;;;;;;;;;;;;Business;Business;Business;Business;;
80;;;;;;;;;;;;;State authority;State authority;State authority;State authority;State authority;State authority;State authority;State authority
81;Consultancy;Consultancy;Consultancy;Consultancy;Consultancy;Consultancy;Consultancy;Consultancy;Consultancy;Consultancy;Consultancy;Consultancy;Consultancy;Consultancy;Consultancy;Consultancy;Consultancy;Consultancy;Consultancy;Consultancy
82;;;;;;;;;;;;;;Business;Business;Academia;Business;Business;Business;Business
83;;;;;;;;;;;;;;;;Business;Business;Business;Business;Business
84;;;;;;;;;;;;;;Business;Business;Business;Engineering;Engineering;Engineering;Engineering
85;;;;;;;;;;;;;;;;NGO;Banking;State authority;Consultancy;Consultancy
86;;;;;;;;;;;;State authority;State authority;Academia;Municipal administration;Municipal administration;Municipal administration;Municipal administration;NGO;NGO
87;;;;;;;Municipal administration;Municipal administration;Municipal administration;Municipal administration;IO;IO;NGO;Municipal administration;Municipal administration;Municipal administration;Municipal administration;Municipal administration;Municipal administration;Municipal administration
88;;;;;;;;;;;;;Business;Business;Business;Business;Business;Business;Business;Business
89;;;;;;;;;;;;;;;;Municipal administration;Municipal administration;Municipal administration;Municipal administration;Municipal administration
90;;;;;;NGO;NGO;NGO;NGO;NGO;NGO;Municipal administration;Municipal administration;Municipal administration;Municipal administration;Municipal administration;Municipal administration;Municipal administration;Municipal administration;Municipal administration
91;;;;;NGO;NGO;NGO;NGO;NGO;IO;IO;IO;IO;IO;Academia;Academia;Academia;Academia;Academia;Academia
92;;;;;;;;;;;NGO;NGO;NGO;NGO;NGO;NGO;NGO;NGO;NGO;NGO
93;;;;;;;;;;Business;Consultancy;Consultancy;Consultancy;Consultancy;IO;IO;Business;Business;Business;Business
94;;;;;;;;;;;;;NGO;Politics;Business;Business;NGO;NGO;NGO;NGO
95;;;;;;;;;;;;;;;;Business;Business;Business;Business;Academia
96;;;;;;;;;;;;;;NGO;NGO;NGO;NGO;NGO;Consultancy;Consultancy
97;;;;;;;;;;;Municipal administration;Municipal administration;NGO;NGO;NGO;NGO;Municipal authority;Municipal authority;Municipal authority;Municipal authority
98;;;;;;;;;;;Consultancy;Consultancy;Consultancy;Consultancy;Consultancy;Consultancy;Consultancy;Consultancy;Consultancy;Consultancy
99;;;;;;;;;;Consultancy;Consultancy;Consultancy;Consultancy;Consultancy;Consultancy;Consultancy;Consultancy;Consultancy;Consultancy;Consultancy
100;;;;;;;;Business association;Business association;Business association;Business association;Business association;Business;NGO;NGO;NGO;NGO;NGO;NGO;NGO
101;;;;;;;;;;;;;;;;State authority;State authority;State authority;State authority;State authority
102;;;;;;;;Politics;Politics;Politics;Politics;Politics;Politics;Politics;Politics;Politics;Consultancy;Consultancy;Consultancy;Consultancy
103;;IO;IO;IO;IO;Academia;Academia;Consultancy;Consultancy;Consultancy;Consultancy;Consultancy;Consultancy;Consultancy;Consultancy;Consultancy;Consultancy;Consultancy;Consultancy;Consultancy
